,date,country,state,city,ibgeID,newDeaths,deaths,newCases,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,_source,cCFR,cum_subn,newCases_regression,real_newCases,Re,Re_ub,Re_lb
58,2020-05-05,Brazil,AL,Maceió/AL,2704302,4,50,36,1296,4.907019999999999,127.19,0.03858,SES,0.07068709032086389,0.09294483575681725,88.27794323698845,1026,1.4687771041560176,1.4981778332113866,1.4374501825593597
59,2020-05-06,Brazil,AL,Maceió/AL,2704302,6,56,62,1358,5.4958599999999995,133.27471,0.04124,SES,0.07066694993596971,0.09297132543505814,93.69245071126352,1045,1.457229890884157,1.4857130549991173,1.4242755194813879
60,2020-05-07,Brazil,AL,Maceió/AL,2704302,5,61,115,1473,5.9865699999999995,144.56086000000002,0.04141,SES,0.07064842297388364,0.09299570639289018,99.25831322074569,1075,1.4358973677231348,1.4641324130104079,1.4075725561080985
61,2020-05-08,Brazil,AL,Maceió/AL,2704302,10,71,108,1581,6.967969999999999,155.16003,0.044910000000000005,SES,0.07063229262333377,0.09301694389330305,104.97121584870446,1165,1.4228745746603109,1.4473746175587703,1.3945956966229691
62,2020-05-09,Brazil,AL,Maceió/AL,2704302,2,73,94,1675,7.16425,164.38523,0.04358,SES,0.07078793987678982,0.09281241990422995,110.82704562023757,1234,1.4106294794527636,1.4378449992294815,1.3849902943456025
63,2020-05-10,Brazil,AL,Maceió/AL,2704302,5,78,50,1725,7.65495,169.29225,0.045219999999999996,SES,0.070774862401644,0.09282956938461513,116.82199617502472,1189,1.3824441220334407,1.405069709881733,1.3595446131533226
64,2020-05-11,Brazil,AL,Maceió/AL,2704302,7,85,54,1779,8.34194,174.59183000000002,0.04778,SES,0.07076323674095432,0.09284482031328005,122.95267283387923,1317,1.3629634208461763,1.3852625948914856,1.3382646882690987
65,2020-05-12,Brazil,AL,Maceió/AL,2704302,8,93,160,1939,9.12706,190.2943,0.04796,SES,0.07075299482683224,0.09285826014969482,129.21619741614714,1434,1.345710880395639,1.3660274180672851,1.323959793460281
66,2020-05-13,Brazil,AL,Maceió/AL,2704302,11,104,125,2064,10.206610000000001,202.56186,0.05039,SES,0.07074412529404213,0.09286990223841678,135.6103122943954,1442,1.3274350787052622,1.3478445714035443,1.3059645445130958
67,2020-05-14,Brazil,AL,Maceió/AL,2704302,8,112,106,2170,10.99173,212.96473999999998,0.05161,SES,0.07073640029643323,0.09288004439676417,142.13348331485685,1486,1.3087824352135264,1.3292695154460914,1.2871863033867679
68,2020-05-15,Brazil,AL,Maceió/AL,2704302,7,119,140,2310,11.67871,226.7044,0.05152,SES,0.07089915946381063,0.09266682496219936,148.78500136423926,1571,1.2994958319682945,1.319693486194188,1.2791062715150965
69,2020-05-16,Brazil,AL,Maceió/AL,2704302,12,131,214,2524,12.8564,247.70646000000002,0.0519,SES,0.07089294333703562,0.09267495029463287,155.5650825234656,1641,1.2891279124717985,1.3095741428744616,1.2676697947839224
70,2020-05-17,Brazil,AL,Maceió/AL,2704302,4,135,69,2593,13.24896,254.47815,0.05206,SES,0.07088646693554743,0.09268341735769799,162.47496691467958,1827,1.2872559182643462,1.3056558077278857,1.268295871433335
71,2020-05-18,Brazil,AL,Maceió/AL,2704302,9,144,153,2746,14.132220000000002,269.49363,0.05244,SES,0.07104925864571356,0.09247105635206192,169.5170165177542,1766,1.2726395937134671,1.292119207728383,1.2554473836111868
72,2020-05-19,Brazil,AL,Maceió/AL,2704302,10,154,151,2897,15.113629999999999,284.31284,0.05316,SES,0.0710421559741253,0.09248030144795859,176.69481240533563,1923,1.2664028399467506,1.2849574105779111,1.2499595855686114
73,2020-05-20,Brazil,AL,Maceió/AL,2704302,8,162,8,2905,15.89875,285.09796,0.05577000000000001,SES,0.07103463409623831,0.09249009421374522,184.01325202037165,2001,1.2607506721884114,1.2780930379206827,1.2434808165309144
74,2020-05-21,Brazil,AL,Maceió/AL,2704302,7,169,251,3156,16.585729999999998,309.73121000000003,0.05355,SES,0.07102708486732627,0.09249992467341593,191.47864729684204,2078,1.2542973891858553,1.2707175689085022,1.2382642780471138
75,2020-05-22,Brazil,AL,Maceió/AL,2704302,15,184,121,3277,18.05784,321.60621000000003,0.05615,SES,0.07101990053219404,0.09250928191629547,199.0988246033259,2123,1.246201800844304,1.2638011892278318,1.2305377288104746
76,2020-05-23,Brazil,AL,Maceió/AL,2704302,9,193,156,3433,18.9411,336.91611,0.056220000000000006,SES,0.07101276216065205,0.0925185811690679,206.8832276709402,2189,1.2430179459002897,1.2583447483185477,1.2279975437408432
77,2020-05-24,Brazil,AL,Maceió/AL,2704302,6,199,152,3585,19.52995,351.83346,0.055510000000000004,SES,0.07100566984102068,0.09252782228109405,214.84302485357924,2420,1.2441564360944843,1.2590068770234115,1.2292713899928591
78,2020-05-25,Brazil,AL,Maceió/AL,2704302,14,213,263,3848,20.90391,377.64439,0.05535,SES,0.07099906359525587,0.09253643171202339,222.99122226128762,2404,1.2361128147378158,1.251371208519606,1.2201689943451859
79,2020-05-26,Brazil,AL,Maceió/AL,2704302,10,223,216,4064,21.88532,398.84272999999996,0.05487,SES,0.07099321463776086,0.09254405556253621,231.34278450986102,2459,1.2312050392110627,1.247349551090279,1.2160336040556492
80,2020-05-27,Brazil,AL,Maceió/AL,2704302,7,230,294,4358,22.5723,427.69602000000003,0.052779999999999994,SES,0.07098796185712705,0.09255090339433918,239.9147650447299,2579,1.2270411374122974,1.2416352115234384,1.211482289017334
81,2020-05-28,Brazil,AL,Maceió/AL,2704302,7,237,231,4589,23.25928,450.36645999999996,0.05165,SES,0.07098355802338296,0.09255664527038433,248.72644822911502,2714,1.224275816863009,1.238585470228837,1.2098913044183148
82,2020-05-29,Brazil,AL,Maceió/AL,2704302,11,248,244,4833,24.338829999999998,474.31272,0.05131,SES,0.07098055720776834,0.09256055824933646,257.79950564025097,2728,1.2182557347938223,1.230593738417992,1.2053239912566869
83,2020-05-30,Brazil,AL,Maceió/AL,2704302,14,262,274,5107,25.71279,501.2032,0.0513,SES,0.07097906591874577,0.0925625029712436,267.1581692990948,2783,1.2062753171572318,1.2189193088268855,1.1921881215468804
84,2020-05-31,Brazil,AL,Maceió/AL,2704302,13,275,784,5891,26.98862,578.1453,0.04668,SES,0.07097845671147274,0.09256329743413604,276.8294248751849,2983,1.2044764717101553,1.2167576625170158,1.1913351471999947
85,2020-06-01,Brazil,AL,Maceió/AL,2704302,13,288,206,6097,28.26445,598.36223,0.04724,SES,0.07097790451676687,0.09256401755912633,286.8432282671147,3049,1.1982299100560354,1.210315672203477,1.1861278481293684
86,2020-06-02,Brazil,AL,Maceió/AL,2704302,13,301,228,6325,29.54027,620.73825,0.04759,SES,0.07097728774197143,0.0925648219171796,297.2327493697969,3170,1.1936944123868294,1.2048640447022243,1.1812569809759765
87,2020-06-03,Brazil,AL,Maceió/AL,2704302,16,317,435,6760,31.11052,663.42934,0.04689,SES,0.0709766024670966,0.09256571562502906,308.034647312957,3373,1.194161623589151,1.2062436608348253,1.1819291174821591
88,2020-06-04,Brazil,AL,Maceió/AL,2704302,18,335,352,7112,32.87705,697.97477,0.0471,SES,0.07097584788998168,0.0925666997340283,319.2893820036759,3429,1.1936961335040646,1.205647768774771,1.1811356962729038
89,2020-06-05,Brazil,AL,Maceió/AL,2704302,19,354,401,7513,34.74171,737.3290900000001,0.04712,SES,0.07097502936994028,0.0925677672601649,331.0415674439341,3640,1.1974671137586377,1.2101993441513843,1.186703592793733
90,2020-06-06,Brazil,AL,Maceió/AL,2704302,15,369,327,7840,36.21382,769.4210099999999,0.04707,SES,0.07097416368042682,0.09256889633222784,343.34037303903114,3788,1.1963119893807501,1.2073815050189545,1.1841177585567575
91,2020-06-07,Brazil,AL,Maceió/AL,2704302,22,391,532,8372,38.37291,821.63172,0.0467,SES,0.07097328772980253,0.09257003881533839,356.23997998461726,3906,1.1975996727938696,1.209846765202339,1.1860610672927585
92,2020-06-08,Brazil,AL,Maceió/AL,2704302,0,391,0,8372,38.37291,821.63172,0.0467,SES,0.07097247162126159,0.09257110327311457,369.80010084255434,4142,1.202007246275625,1.2134100145885633,1.1902772935839139
93,2020-06-09,Brazil,AL,Maceió/AL,2704302,15,406,326,8698,39.84502,853.6255,0.04668,SES,0.07097183151059958,0.09257193819239083,384.0865716169403,4193,1.2021990010565238,1.2126407769113938,1.191198916493112
